"unix_time","time_utc","time_local","label","frontend_cpu","frontend_memory","productcatalogservice_cpu","productcatalogservice_memory","cartservice_cpu","cartservice_memory","checkoutservice_cpu","checkoutservice_memory","redis_cart_cpu","redis_cart_memory","paymentservice_cpu","paymentservice_memory","currencyservice_cpu","currencyservice_memory","shippingservice_cpu","shippingservice_memory"
"1781212939","2026-06-11 21:22:19","2026-06-12 05:22:19","0","0.0206157289596376","23150592","0.00938977731923293","12869632","0.0133723090533765","63963136","0.00132260969220692","12959744","0.00469236790606646","7213056","0.00103755576304595","62296064","0.0132427159495904","76189696","0.0014950077592012","10801152"
"1781212954","2026-06-11 21:22:34","2026-06-12 05:22:34","0","0.0204400698004143","23334912","0.00460576666666649","12869632","0.0171907199702146","63991808","0.00139928667989753","12959744","0.00436544353934677","7213056","0.000803975842979365","62500864","0.00858840000000001","76189696","0.00161507532440411","10801152"
"1781212969","2026-06-11 21:22:49","2026-06-12 05:22:49","0","0.0229717379289561","23314432","0.010757681343047","12783616","0.0156334266060836","63991808","0.00141007636616088","12955648","0.0047658101137622","7213056","0.00100543595158482","62898176","0.0139097097659541","76853248","0.00136202525028098","10805248"
"1781212984","2026-06-11 21:23:04","2026-06-12 05:23:04","0","0.0251493236766425","23719936","0.0122325894644872","12890112","0.017512253331271","63963136","0.00117075689466647","12959744","0.00501651635795307","7213056","0.00107173306668065","62898176","0.00993773853000532","76853248","0.000958766011339127","10805248"
"1781212999","2026-06-11 21:23:19","2026-06-12 05:23:19","0","0.0263809786080937","23687168","0.00836847499999998","12890112","0.0159323747152621","63991808","0.00221764929175076","12992512","0.00498620442889515","7213056","0.000880193788609642","63283200","0.0131045882017671","77115392","0.00254341303754887","10805248"
"1781213014","2026-06-11 21:23:34","2026-06-12 05:23:34","0","0.0256529539920537","23552000","0.0130808479005227","13066240","0.0158080039417502","64000000","0.00272601898380792","13090816","0.00468857411576931","7213056","0.00147811989505473","62963712","0.0156454501021947","77119488","0.00289585305813295","10809344"
"1781213029","2026-06-11 21:23:49","2026-06-12 05:23:49","0","0.0246000570880986","23543808","0.0126478482285314","12627968","0.0148992613828667","64000000","0.00355704880570223","13090816","0.00476550131926109","7475200","0.00123065090385895","63168512","0.014918387089163","77770752","0.0015506437292591","10825728"
"1781213044","2026-06-11 21:24:04","2026-06-12 05:24:04","0","0.0214486365260193","23576576","0.00989330705023574","13918208","0.0111977234227161","64229376","0.00185824298307835","13090816","0.0048514187762098","7475200","0.00140680599798","63279104","0.0189395782413457","78200832","0.00196676035225784","11022336"
"1781213059","2026-06-11 21:24:19","2026-06-12 05:24:19","0","0.0206773925597776","23580672","0.00929879874042686","12664832","0.0104114838794058","63971328","0.00112544970019984","13090816","0.00372405168032627","7733248","0.00102975358266341","63561728","0.0170125632748882","77803520","0.00188727780931999","11038720"
"1781213074","2026-06-11 21:24:34","2026-06-12 05:24:34","0","0.0224646580648069","23232512","0.00934748225254704","13611008","0.0101951064505877","63979520","0.00160679957900892","13099008","0.00489721446789714","7729152","0.0014843078335629","63873024","0.0178375918489032","77881344","0.00190938744876158","11038720"
