"time_utc","time_local","value","metric"
"2026-06-11 17:26:57","2026-06-12 01:26:57","0.627083333333337",""
"2026-06-11 17:27:12","2026-06-12 01:27:12","0.610457363824274",""
"2026-06-11 17:27:27","2026-06-12 01:27:27","0.697870141990524",""
"2026-06-11 17:27:42","2026-06-12 01:27:42","0.579243899186559",""
"2026-06-11 17:27:57","2026-06-12 01:27:57","0.806249999999995",""
"2026-06-11 17:28:12","2026-06-12 01:28:12","0.79385584744633",""
"2026-06-11 17:28:27","2026-06-12 01:28:27","0.641666666666669",""
"2026-06-11 17:28:42","2026-06-12 01:28:42","0.575038335889049",""
"2026-06-11 17:28:57","2026-06-12 01:28:57","0.69583333333334",""
"2026-06-11 17:29:12","2026-06-12 01:29:12","0.679211947463162",""
"2026-06-11 17:29:27","2026-06-12 01:29:27","0.89166666666667",""
"2026-06-11 17:29:42","2026-06-12 01:29:42","0.785521402853716",""
"2026-06-11 17:29:57","2026-06-12 01:29:57","0.747916666666664",""
"2026-06-11 17:30:12","2026-06-12 01:30:12","0.668839178557134",""
"2026-06-11 17:30:27","2026-06-12 01:30:27","0.574961669222056",""
"2026-06-11 17:30:42","2026-06-12 01:30:42","0.660460697379834",""
"2026-06-11 17:30:57","2026-06-12 01:30:57","0.835416666666656",""
"2026-06-11 17:31:12","2026-06-12 01:31:12","0.872974864991011",""
"2026-06-11 17:31:27","2026-06-12 01:31:27","0.691712780852049",""
"2026-06-11 17:31:42","2026-06-12 01:31:42","0.645876391759461",""
"2026-06-11 17:31:57","2026-06-12 01:31:57","0.637499999999995",""
"2026-06-11 17:32:12","2026-06-12 01:32:12","0.639625975065006",""
"2026-06-11 17:32:27","2026-06-12 01:32:27","0.760467364490958",""
"2026-06-11 17:32:42","2026-06-12 01:32:42","0.868865848779841",""
"2026-06-11 17:32:57","2026-06-12 01:32:57","1.38949070061995",""
"2026-06-11 17:33:12","2026-06-12 01:33:12","1.39583333333334",""
"2026-06-11 17:33:27","2026-06-12 01:33:27","1.31675445029669",""
"2026-06-11 17:33:42","2026-06-12 01:33:42","1.31050403360224",""
"2026-06-11 17:33:57","2026-06-12 01:33:57","1.58552236815789",""
"2026-06-11 17:34:12","2026-06-12 01:34:12","1.46051403426894",""
"2026-06-11 17:34:27","2026-06-12 01:34:27","1.38324111725886",""
"2026-06-11 17:34:42","2026-06-12 01:34:42","1.24599946659555",""
"2026-06-11 17:34:57","2026-06-12 01:34:57","1.56041666666666",""
"2026-06-11 17:35:12","2026-06-12 01:35:12","1.31684224563275",""
"2026-06-11 17:35:27","2026-06-12 01:35:27","1.60822611825879",""
"2026-06-11 17:35:42","2026-06-12 01:35:42","1.48134875658376",""
"2026-06-11 17:35:57","2026-06-12 01:35:57","1.38958333333334",""
"2026-06-11 17:36:12","2026-06-12 01:36:12","1.30850780104014",""
"2026-06-11 17:36:27","2026-06-12 01:36:27","1.31666666666667",""
"2026-06-11 17:36:42","2026-06-12 01:36:42","1.25016668889185",""
"2026-06-11 17:36:57","2026-06-12 01:36:57","1.63530764615692",""
"2026-06-11 17:37:12","2026-06-12 01:37:12","1.52301820121342",""
"2026-06-11 17:37:27","2026-06-12 01:37:27","1.40634375625041",""
"2026-06-11 17:37:42","2026-06-12 01:37:42","1.18966264417628",""
"2026-06-11 17:37:57","2026-06-12 01:37:57","0.570871391426091",""
"2026-06-11 17:38:12","2026-06-12 01:38:12","0.577121808120538",""
"2026-06-11 17:38:27","2026-06-12 01:38:27","0.804166666666675",""
"2026-06-11 17:38:42","2026-06-12 01:38:42","0.739632642176142",""
"2026-06-11 17:38:57","2026-06-12 01:38:57","0.639583333333344",""
"2026-06-11 17:39:12","2026-06-12 01:39:12","0.556287085805712",""
"2026-06-11 17:39:27","2026-06-12 01:39:27","0.606249999999999",""
"2026-06-11 17:39:42","2026-06-12 01:39:42","0.562537502500167",""
"2026-06-11 17:39:57","2026-06-12 01:39:57","0.866724448296552",""
"2026-06-11 17:40:12","2026-06-12 01:40:12","0.843806253750256",""
"2026-06-11 17:40:27","2026-06-12 01:40:27","0.652126808453893",""
"2026-06-11 17:40:42","2026-06-12 01:40:42","0.589583333333324",""
